0.570089118,148.2408881,,
0.485720769,11.80194242,Signal,Measurement
0,130.0720062,-1.173697225,-1.539482335
0,129.9440002,-1.173697225,-1.550328515
0,130.0679932,-1.173697225,-1.53982237
0,129.9440002,-1.173697225,-1.550328515
0,129.9759979,-1.173697225,-1.547617293
0,129.9920044,-1.173697225,-1.546261036
0,129.9360046,-1.173697225,-1.551005996
0,130.2039948,-1.173697225,-1.528298708
0,130.1239929,-1.173697225,-1.535077408
0,131.0639954,-1.173697225,-1.455429296
0,131.1759949,-1.173697225,-1.445939374
0,131.5,-1.173697225,-1.418485831
0,131.0480042,-1.173697225,-1.45678426
0,131.0879974,-1.173697225,-1.453395556
0,130.8480072,-1.173697225,-1.473730364
0,130.7839966,-1.173697225,-1.4791541
0,130.6360016,-1.173697225,-1.491693985
0,130.2839966,-1.173697225,-1.521520008
0,130.4720001,-1.173697225,-1.505590127
0,130.3480072,-1.173697225,-1.516096272
0,130.871994,-1.173697225,-1.471697918
0,131.0399933,-1.173697225,-1.457463035
0,130.9279938,-1.173697225,-1.466952957
0,130.6439972,-1.173697225,-1.491016503
0,130.8399963,-1.173697225,-1.474409139
0,130.9199982,-1.173697225,-1.467630439
0,131.1159973,-1.173697225,-1.451023076
0,131.3240051,-1.173697225,-1.433398196
0,131.2079926,-1.173697225,-1.443228152
0,131.4680023,-1.173697225,-1.421197053
0,131.647995,-1.173697225,-1.405945946
0,131.6719971,-1.173697225,-1.403912207
0,131.5319977,-1.173697225,-1.41577461
0,131.2120056,-1.173697225,-1.442888118
0,131,-1.173697225,-1.460851739
0,130.9960022,-1.173697225,-1.46119048
0,130.8079987,-1.173697225,-1.477120361
0,130.7920075,-1.173697225,-1.478475325
0,130.7120056,-1.173697225,-1.485254025
0,131.6119995,-1.173697225,-1.40899591
0,132.5039978,-1.173697225,-1.333415276
0,132.7680054,-1.173697225,-1.311045435
0,132.3000031,-1.173697225,-1.350700121
0,132.052002,-1.173697225,-1.371713704
0,131.4920044,-1.173697225,-1.419163314
0,131.352005,-1.173697225,-1.431025716
0,131.128006,-1.173697225,-1.45000556
0,130.6360016,-1.173697225,-1.491693985
