,,1,2,3,4,5,6,7,8,,,,2.449489743
0.02,0.95432168,0.028,0.032,0.032,0.036,0.036,0.032,0.028,0.028,0.028,0.031111111,0.95432168,0.003142697
0.23999999,1.1140213,0.41999999,0.41999999,0.41600001,0.42399999,0.41600001,0.41999999,0.41600001,0.41999999,0.41600001,0.418666666,1.1140213,0.002666658
0.86799997,1.09503198,0.86799997,0.86799997,0.86400002,0.85600001,0.86000001,0.85600001,0.85600001,0.852,0.852,0.859111111,1.09503198,0.005896212
0.68000001,1.11021531,0.59200001,0.59600002,0.59600002,0.59200001,0.58399999,0.588,0.58399999,0.57999998,0.57999998,0.588,1.11021531,0.005962863
0.108,1.5036484,0.056,0.056,0.048,0.052,0.06,0.064,0.076,0.084,0.048,0.060444444,1.5036484,0.011691508
0.32800001,2.27187872,0.68800002,0.676,0.68000001,0.69599998,0.68800002,0.68000001,0.68400002,0.67199999,0.67199999,0.681777782,2.27187872,0.007568619
0.616,2.30738282,0.60000002,0.61199999,0.62,0.616,0.616,0.62,0.60799998,0.60799998,0.60000002,0.61111111,2.30738282,0.007248664
0.97600001,1.77939868,0.99199998,0.99199998,0.99199998,0.99199998,0.99599999,0.99599999,0.99199998,0.99199998,0.99199998,0.992888871,1.77939868,0.001662963
0.02,1.45418644,0.036,0.032,0.028,0.028,0.028,0.024,0.024,0.028,0.024,0.028,1.45418644,0.003771236
0.23999999,0.68280172,0.41600001,0.412,0.40799999,0.41600001,0.41600001,0.41999999,0.41600001,0.41600001,0.40799999,0.414222224,0.68280172,0.00382326
0.86799997,1.48703682,0.852,0.85600001,0.85600001,0.86000001,0.85600001,0.86400002,0.86400002,0.86400002,0.852,0.858222233,1.48703682,0.00466138
0.676,1.85144615,0.57999998,0.58399999,0.58399999,0.588,0.57599998,0.58399999,0.57999998,0.58399999,0.57599998,0.581777764,1.85144615,0.003823262
0.108,2.23565698,0.084,0.092,0.084,0.08,0.092,0.084,0.092,0.08,0.08,0.085333333,2.23565698,0.004988877
0.336,2.38926792,0.72000003,0.72399998,0.69599998,0.71600002,0.704,0.68000001,0.66000003,0.65600002,0.65600002,0.690222232,2.38926792,0.026406127
0.61199999,1.5224725,0.60799998,0.58399999,0.57999998,0.58399999,0.57200003,0.56400001,0.58399999,0.57599998,0.56400001,0.579555551,1.5224725,0.012570777
0.98000002,1.08673954,0.99199998,0.99199998,0.99199998,0.99199998,0.99199998,0.99199998,0.99199998,0.99199998,0.99199998,0.99199998,1.08673954,1.17028E-16
0.016,1.0355556,0.032,0.032,0.032,0.032,0.028,0.032,0.028,0.028,0.028,0.030222222,1.0355556,0.001987616
0.236,1.07383192,0.40799999,0.40799999,0.40799999,0.40799999,0.41600001,0.41999999,0.41600001,0.41999999,0.40799999,0.412444439,1.07383192,0.005144819
0.86400002,0.90491772,0.84799999,0.85600001,0.87199998,0.88,0.88,0.86799997,0.87599999,0.86400002,0.84799999,0.865777772,0.90491772,0.011942247
0.67199999,0.96688217,0.60399997,0.60399997,0.59600002,0.588,0.58399999,0.57200003,0.57200003,0.56800002,0.56800002,0.584000006,0.96688217,0.0139841
0.112,0.14165543,0.108,0.1,0.116,0.112,0.092,0.08,0.088,0.104,0.08,0.097777778,0.14165543,0.012664717
0.32800001,1.13331997,0.69599998,0.68000001,0.66399997,0.66799998,0.67199999,0.66000003,0.66000003,0.67199999,0.66000003,0.670222223,1.13331997,0.011173149
0.60000002,1.64231658,0.57599998,0.588,0.58399999,0.55599999,0.56800002,0.56400001,0.57599998,0.58399999,0.55599999,0.572444439,1.64231658,0.01138333
0.97600001,2.41902089,0.98799998,0.99199998,0.99199998,0.99199998,0.99199998,0.99199998,0.99199998,0.99199998,0.98799998,0.991111091,2.41902089,0.001662959
0.024,2.90642452,0.032,0.036,0.032,0.028,0.028,0.028,0.032,0.028,0.028,0.030222222,2.90642452,0.00273974
0.236,2.32525325,0.412,0.41600001,0.40799999,0.40799999,0.412,0.412,0.412,0.40799999,0.40799999,0.410666663,2.32525325,0.002666673
0.86000001,1.94635773,0.87199998,0.87599999,0.884,0.884,0.87599999,0.86400002,0.86799997,0.852,0.852,0.869777772,1.94635773,0.011331152
0.68000001,1.06007886,0.57999998,0.57200003,0.57999998,0.57599998,0.56400001,0.56400001,0.588,0.59600002,0.56400001,0.576000002,1.06007886,0.010666664
0.1,0.400572,0.104,0.104,0.12800001,0.14399999,0.14,0.132,0.1,0.112,0.1,0.118222222,0.400572,0.016771521
0.33199999,0.6655454,0.68400002,0.68000001,0.68800002,0.68800002,0.66000003,0.68000001,0.69599998,0.71200001,0.66000003,0.683111126,0.6655454,0.015408823
0.61199999,1.01072645,0.57599998,0.59200001,0.58399999,0.588,0.57200003,0.57999998,0.55599999,0.588,0.55599999,0.576888886,1.01072645,0.012617842
0.97600001,1.33074558,0.99199998,0.99199998,0.99599999,0.99199998,0.99199998,0.99199998,0.99199998,0.98799998,0.98799998,0.991555537,1.33074558,0.002266233
0.024,0.84827602,0.032,0.032,0.032,0.028,0.032,0.032,0.028,0.032,0.028,0.030666667,0.84827602,0.001885618
0.23999999,1.00820041,0.40000001,0.40400001,0.40799999,0.40799999,0.40400001,0.40799999,0.40799999,0.41600001,0.40000001,0.406222223,1.00820041,0.004661369
0.85600001,1.73165298,0.88,0.86799997,0.86799997,0.87199998,0.87599999,0.87199998,0.87599999,0.87599999,0.86799997,0.872888871,1.73165298,0.004121619
0.67199999,2.25765705,0.588,0.588,0.59200001,0.588,0.588,0.59600002,0.59200001,0.59200001,0.588,0.590222228,2.25765705,0.002739746
0.096,2.07519126,0.152,0.16,0.148,0.124,0.14,0.124,0.108,0.1,0.1,0.128444444,2.07519126,0.021453366
0.33199999,2.01620841,0.69999999,0.66000003,0.676,0.66000003,0.63999999,0.61199999,0.66799998,0.67199999,0.61199999,0.655555554,2.01620841,0.027677153
0.60399997,1.27649736,0.55599999,0.56400001,0.55199999,0.56400001,0.56400001,0.56800002,0.55199999,0.54799998,0.54799998,0.557333331,1.27649736,0.007302981
0.972,0.85941291,0.99199998,0.99199998,0.99199998,0.99199998,0.99199998,0.98799998,0.98799998,0.99199998,0.98799998,0.990666647,0.85941291,0.001885618
0.028,1.30798078,0.032,0.036,0.032,0.032,0.028,0.032,0.036,0.032,0.028,0.032,1.30798078,0.002666667
0.236,1.85646474,0.39199999,0.40400001,0.40799999,0.412,0.40799999,0.412,0.396,0.396,0.39199999,0.402222219,1.85646474,0.00779997
0.86000001,2.48246503,0.88,0.89600003,0.884,0.86400002,0.86400002,0.86400002,0.86000001,0.87199998,0.86000001,0.871555566,2.48246503,0.011842589
0.676,2.02130175,0.62,0.60799998,0.60799998,0.59600002,0.588,0.588,0.60000002,0.59200001,0.588,0.598666668,2.02130175,0.010666662
0.112,1.61768782,0.14399999,0.14399999,0.156,0.132,0.124,0.13600001,0.124,0.108,0.108,0.130666666,1.61768782,0.015434448
0.34,1.25490713,0.62800002,0.62,0.63599998,0.63599998,0.64399999,0.66000003,0.66799998,0.708,0.62,0.646666664,1.25490713,0.026666667
0.58399999,1.03750288,0.52399999,0.50800002,0.54400003,0.54799998,0.55199999,0.53600001,0.53200001,0.51599997,0.50800002,0.52977778,1.03750288,0.015788725
0.97600001,0.84126931,0.99199998,0.99199998,0.99199998,0.99199998,0.99199998,0.99199998,0.99199998,0.99199998,0.99199998,0.99199998,0.84126931,1.17028E-16
0.024,1.29809117,0.032,0.032,0.032,0.036,0.036,0.032,0.032,0.036,0.032,0.033333333,1.29809117,0.001885618
0.23999999,0.93430197,0.38800001,0.39199999,0.39199999,0.38800001,0.38,0.38,0.384,0.384,0.38,0.385333333,0.93430197,0.0046188
0.852,0.29257768,0.884,0.86799997,0.87199998,0.87599999,0.87199998,0.87599999,0.88,0.88,0.86799997,0.875111098,0.29257768,0.005258749
0.66399997,0.92912328,0.616,0.60000002,0.60399997,0.60000002,0.60399997,0.60399997,0.60399997,0.59600002,0.59600002,0.602666662,0.92912328,0.005656844
0.112,1.71948218,0.17200001,0.184,0.156,0.152,0.148,0.13600001,0.14,0.152,0.13600001,0.152888892,1.71948218,0.015293022
0.34400001,2.7506063,0.648,0.648,0.62400001,0.66000003,0.66000003,0.676,0.64399999,0.648,0.62400001,0.648000008,2.7506063,0.015776215
0.56800002,2.60374165,0.51200002,0.50400001,0.49200001,0.50400001,0.51200002,0.51999998,0.51200002,0.53200001,0.49200001,0.508888899,2.60374165,0.01204108
0.97600001,2.52668548,0.99199998,0.99199998,0.99199998,0.99199998,0.98799998,0.98799998,0.98799998,0.99199998,0.98799998,0.990222202,2.52668548,0.001987616
0.024,2.12747502,0.032,0.036,0.036,0.036,0.032,0.036,0.036,0.036,0.032,0.034666667,2.12747502,0.001885618
0.23199999,0.74234116,0.37599999,0.37599999,0.38,0.38,0.38,0.384,0.384,0.38800001,0.37599999,0.380444442,0.74234116,0.003975238
0.86000001,0.54716712,0.89200002,0.88800001,0.884,0.884,0.884,0.88,0.88800001,0.89999998,0.88,0.886666669,0.54716712,0.005962845
0.66799998,0.62350309,0.62800002,0.62800002,0.62,0.61199999,0.62,0.616,0.61199999,0.60799998,0.60799998,0.616888887,0.62350309,0.007248683
0.112,1.35273826,0.168,0.152,0.14399999,0.14399999,0.14,0.148,0.148,0.152,0.14,0.148444442,1.35273826,0.008098164
0.35600001,1.03833568,0.62,0.62400001,0.62800002,0.63999999,0.62,0.62800002,0.63200003,0.63999999,0.62,0.628000007,1.03833568,0.00754247
0.58399999,0.74268043,0.49200001,0.51200002,0.54000002,0.50800002,0.51200002,0.50800002,0.51999998,0.50800002,0.49200001,0.510222236,0.74268043,0.013611905
0.98000002,1.06847286,0.99199998,0.98799998,0.98799998,0.98799998,0.99199998,0.99199998,0.99199998,0.99199998,0.98799998,0.990222202,1.06847286,0.001987616
0.02,1.88618624,0.032,0.036,0.036,0.036,0.036,0.032,0.036,0.036,0.032,0.034666667,1.88618624,0.001885618
0.23199999,1.93345189,0.37599999,0.37599999,0.368,0.37200001,0.36399999,0.37200001,0.37200001,0.368,0.36399999,0.370222221,1.93345189,0.004262963
0.852,2.25248623,0.89999998,0.88800001,0.87599999,0.87199998,0.87599999,0.90399998,0.884,0.88,0.87199998,0.883555546,2.25248623,0.011066577
0.66000003,2.1035521,0.616,0.62,0.61199999,0.63200003,0.63599998,0.63999999,0.62400001,0.63200003,0.61199999,0.624888891,2.1035521,0.009938083
0.108,1.11509955,0.156,0.18000001,0.16,0.17200001,0.184,0.18000001,0.176,0.17200001,0.156,0.170666671,1.11509955,0.010154366
0.34400001,1.09262288,0.65200001,0.65200001,0.676,0.676,0.69199997,0.69999999,0.69199997,0.69599998,0.65200001,0.676444438,1.09262288,0.018898024
0.56400001,1.04189026,0.49200001,0.51200002,0.49599999,0.5,0.48800001,0.49200001,0.51599997,0.472,0.472,0.493333334,1.04189026,0.014360436
0.98000002,2.12918067,0.99199998,0.99199998,0.99199998,0.99199998,0.99199998,0.99199998,0.99199998,0.99199998,0.99199998,0.99199998,2.12918067,1.17028E-16
0.02,2.26661086,0.032,0.032,0.036,0.032,0.032,0.032,0.036,0.032,0.032,0.032888889,2.26661086,0.001662959
0.23199999,2.03229403,0.35600001,0.36000001,0.36000001,0.35600001,0.35600001,0.36399999,0.37200001,0.368,0.35600001,0.360888896,2.03229403,0.005586577
0.84799999,1.91600096,0.89200002,0.89200002,0.88800001,0.884,0.88800001,0.89600003,0.912,0.90799999,0.884,0.893777787,1.91600096,0.009449015
0.66399997,1.11999345,0.63999999,0.62400001,0.62800002,0.62400001,0.648,0.64399999,0.66799998,0.62800002,0.62400001,0.636444448,1.11999345,0.014166546
0.104,0.67190021,0.192,0.168,0.184,0.176,0.156,0.14,0.152,0.156,0.14,0.162666667,0.67190021,0.017486503
0.32800001,1.10184419,0.68800002,0.68800002,0.71200001,0.71600002,0.68800002,0.68400002,0.66799998,0.65200001,0.65200001,0.683111123,1.10184419,0.021480975
0.54000002,1.250682,0.47999999,0.47600001,0.44800001,0.47999999,0.48800001,0.47999999,0.51999998,0.484,0.44800001,0.478222221,1.250682,0.020318445
0.98000002,0.56514877,0.99199998,0.98799998,0.98799998,0.98400003,0.98799998,0.99199998,0.99199998,0.99199998,0.98400003,0.98888888,0.56514877,0.00314268
0.02,0.52444398,0.036,0.036,0.044,0.048,0.048,0.04,0.032,0.032,0.032,0.038666667,0.52444398,0.006253888
0.23199999,0.72062206,0.35600001,0.34799999,0.34,0.352,0.34799999,0.35600001,0.36399999,0.368,0.34,0.352444443,0.72062206,0.009130062
0.84799999,2.05790401,0.912,0.912,0.92000002,0.92799997,0.89600003,0.90399998,0.89999998,0.89600003,0.89600003,0.907111116,2.05790401,0.010958946
0.66799998,2.44482684,0.648,0.63999999,0.63599998,0.64399999,0.62800002,0.62,0.62800002,0.63599998,0.62,0.633333331,2.44482684,0.009428085
0.1,2.6306541,0.164,0.156,0.148,0.152,0.14399999,0.168,0.168,0.19599999,0.14399999,0.159999997,2.6306541,0.015549205
0.32800001,2.73344398,0.63599998,0.676,0.68400002,0.66799998,0.67199999,0.676,0.68000001,0.68000001,0.63599998,0.667555552,2.73344398,0.017429942
0.55599999,1.71050572,0.47999999,0.50400001,0.484,0.484,0.472,0.47999999,0.48800001,0.46799999,0.46799999,0.480888887,1.71050572,0.010629571
0.98000002,0.94503844,0.98799998,0.98799998,0.99199998,0.99199998,0.99199998,0.99199998,0.99199998,0.99199998,0.98799998,0.990666647,0.94503844,0.001885618
0.02,0.28040302,0.044,0.048,0.048,0.036,0.036,0.036,0.036,0.036,0.036,0.039555556,0.28040302,0.005144816
0.23199999,0.77204752,0.33199999,0.32800001,0.324,0.324,0.32800001,0.336,0.336,0.34400001,0.324,0.330666669,0.77204752,0.006531974
0.852,1.2587589,0.93599999,0.94400001,0.91600001,0.92000002,0.912,0.92400002,0.92400002,0.92799997,0.912,0.924000004,1.2587589,0.010154362
0.66399997,0.80718213,0.65600002,0.66399997,0.64399999,0.63999999,0.63999999,0.63999999,0.66000003,0.66399997,0.63999999,0.649777771,0.80718213,0.010347064
0.1,0.97516149,0.164,0.164,0.164,0.17200001,0.17200001,0.18000001,0.17200001,0.168,0.164,0.168888893,0.97516149,0.005258742
0.34,1.38883173,0.68800002,0.67199999,0.68000001,0.68800002,0.68000001,0.68400002,0.66399997,0.65600002,0.65600002,0.674222231,1.38883173,0.0120902
0.56400001,1.52545357,0.472,0.45199999,0.46799999,0.44800001,0.46399999,0.44800001,0.45199999,0.47600001,0.44800001,0.458666667,1.52545357,0.010666665
0.98000002,2.04530811,0.99199998,0.99199998,0.99199998,0.98799998,0.99199998,0.99199998,0.99199998,0.98799998,0.98799998,0.990666647,2.04530811,0.001885618
0.02,2.55665708,0.036,0.044,0.044,0.044,0.04,0.036,0.032,0.032,0.032,0.037777778,2.55665708,0.005028315
0.23199999,1.87726176,0.324,0.32800001,0.31600001,0.31999999,0.31999999,0.336,0.336,0.336,0.31600001,0.325777779,1.87726176,0.008024653
0.852,1.33274412,0.92799997,0.93199998,0.94400001,0.93599999,0.93199998,0.93599999,0.93599999,0.93599999,0.92799997,0.934222208,1.33274412,0.004661384
0.66000003,0.80015582,0.67199999,0.66799998,0.66799998,0.66000003,0.65600002,0.66000003,0.66799998,0.65200001,0.65200001,0.661777781,0.80015582,0.007083265
0.096,1.33806312,0.14,0.152,0.16,0.148,0.14,0.132,0.156,0.156,0.132,0.146222222,1.33806312,0.009997531
0.34,1.9643693,0.66399997,0.68400002,0.68800002,0.65200001,0.65200001,0.65200001,0.67199999,0.676,0.65200001,0.665777782,1.9643693,0.013870657
0.57200003,2.10064507,0.44400001,0.41999999,0.40000001,0.41600001,0.428,0.47600001,0.46799999,0.484,0.40000001,0.437333337,2.10064507,0.030346149
0.97600001,2.30765247,0.98799998,0.98799998,0.99199998,0.99199998,0.99199998,0.99199998,0.99199998,0.99199998,0.98799998,0.990666647,2.30765247,0.001885618
0.024,1.71137273,0.048,0.048,0.044,0.036,0.036,0.032,0.036,0.036,0.032,0.038666667,1.71137273,0.005962848
0.23199999,1.05838346,0.324,0.32800001,0.31999999,0.324,0.32800001,0.32800001,0.33199999,0.32800001,0.31999999,0.325777779,1.05838346,0.00382326
0.86000001,0.99231064,0.93199998,0.94800001,0.94,0.94,0.94400001,0.93599999,0.93599999,0.93599999,0.93199998,0.938222217,0.99231064,0.005028325
0.66799998,1.26735079,0.68400002,0.68400002,0.66399997,0.68000001,0.66399997,0.67199999,0.66399997,0.68800002,0.66399997,0.673777771,1.26735079,0.009635348
0.108,0.93105173,0.112,0.116,0.132,0.14,0.152,0.164,0.16,0.16,0.112,0.138666667,0.93105173,0.020308728
0.336,0.75755024,0.68800002,0.69199997,0.68400002,0.68000001,0.68000001,0.676,0.65600002,0.648,0.648,0.67244445,0.75755024,0.016159695
0.57999998,0.33830935,0.38,0.396,0.41600001,0.41600001,0.396,0.44,0.41600001,0.412,0.38,0.405777781,0.33830935,0.018389478
0.972,1.03607464,0.99199998,0.99199998,0.99199998,0.99199998,0.99199998,0.99199998,0.99199998,0.98799998,0.98799998,0.991111091,1.03607464,0.001662959
0.032,1.96952915,0.044,0.044,0.04,0.04,0.036,0.04,0.044,0.044,0.036,0.040888889,1.96952915,0.003142697
0.236,2.26504183,0.308,0.31200001,0.31600001,0.324,0.324,0.32800001,0.324,0.31600001,0.308,0.317777782,2.26504183,0.007083279
0.85600001,2.93018317,0.95599997,0.94400001,0.93199998,0.93599999,0.93599999,0.93599999,0.94,0.93599999,0.93199998,0.938666656,2.93018317,0.007055335
0.67199999,2.42472839,0.68400002,0.676,0.68400002,0.68800002,0.68400002,0.69999999,0.708,0.69999999,0.676,0.688888896,2.42472839,0.01062956
0.1,1.78906977,0.12800001,0.13600001,0.14399999,0.124,0.12,0.108,0.12800001,0.14,0.108,0.126222224,1.78906977,0.012090196
0.34400001,1.13891566,0.69599998,0.68000001,0.68000001,0.66399997,0.65200001,0.68000001,0.676,0.68400002,0.65200001,0.67377778,1.13891566,0.013998235
0.57999998,0.16560778,0.37200001,0.384,0.39199999,0.37599999,0.38800001,0.38,0.396,0.41600001,0.37200001,0.386222224,0.16560778,0.013214284
0.972,0.90613508,0.98799998,0.98799998,0.99199998,0.98799998,0.98799998,0.98799998,0.98799998,0.99199998,0.98799998,0.988888869,0.90613508,0.001662959
0.028,0.89355671,0.048,0.048,0.048,0.04,0.048,0.048,0.044,0.044,0.04,0.045333333,0.89355671,0.003265986
0.236,1.16382635,0.31999999,0.31600001,0.31999999,0.324,0.31999999,0.31600001,0.31200001,0.31600001,0.31200001,0.317333336,1.16382635,0.003771229
0.86400002,1.0271374,0.98400003,0.99599999,0.98799998,0.96799999,0.96399999,0.95200002,0.95599997,0.94,0.94,0.96533333,1.0271374,0.019321835
0.68800002,1.14647865,0.68800002,0.68800002,0.68400002,0.68000001,0.676,0.67199999,0.68400002,0.69599998,0.67199999,0.682222228,1.14647865,0.007568619
0.104,1.4951458,0.116,0.13600001,0.12800001,0.14399999,0.132,0.13600001,0.12800001,0.132,0.116,0.129777781,1.4951458,0.008663817
0.352,2.43512559,0.67199999,0.68000001,0.65200001,0.65200001,0.65600002,0.69199997,0.69599998,0.69599998,0.65200001,0.671999998,2.43512559,0.018475194
0.57999998,2.26031089,0.352,0.33199999,0.36399999,0.352,0.37200001,0.368,0.38800001,0.384,0.33199999,0.360444443,2.26031089,0.019085259
0.97600001,1.83518112,0.99199998,0.99199998,0.99199998,0.99199998,0.99199998,0.99199998,0.99199998,0.98799998,0.98799998,0.991111091,1.83518112,0.001662959
0.024,1.43021953,0.048,0.048,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044888889,1.43021953,0.001662959
0.236,0.66313118,0.31999999,0.31999999,0.308,0.31600001,0.30399999,0.30000001,0.308,0.308,0.30000001,0.309333333,0.66313118,0.007302963
0.85600001,1.49589193,0.97600001,0.96799999,0.96399999,0.95200002,0.95599997,0.95599997,0.96799999,0.95999998,0.95200002,0.961333327,1.49589193,0.007774602
0.676,1.77671957,0.704,0.69199997,0.68800002,0.704,0.69199997,0.68800002,0.69999999,0.69999999,0.68800002,0.695111109,1.77671957,0.006471203
0.096,2.36293554,0.152,0.14,0.148,0.14399999,0.14399999,0.14,0.116,0.14399999,0.116,0.138222219,2.36293554,0.012380788
0.352,2.24908066,0.66399997,0.67199999,0.66399997,0.68400002,0.69199997,0.66799998,0.68800002,0.66799998,0.66399997,0.673777763,2.24908066,0.010517486
0.56,1.43918681,0.36399999,0.35600001,0.352,0.38800001,0.352,0.368,0.36000001,0.368,0.352,0.362222224,1.43918681,0.011012901
0.97600001,1.2514267,0.99199998,0.99199998,0.99199998,0.99199998,0.99199998,0.98799998,0.99199998,0.98799998,0.98799998,0.990666647,1.2514267,0.001885618
0.024,1.06942999,0.048,0.044,0.048,0.044,0.044,0.044,0.044,0.044,0.044,0.044888889,1.06942999,0.001662959
0.236,1.06683218,0.296,0.292,0.30000001,0.296,0.296,0.296,0.296,0.308,0.292,0.29688889,1.06683218,0.004532463
0.85600001,0.98695475,0.96799999,0.97600001,0.96799999,0.96799999,0.94800001,0.96799999,0.96399999,0.98000002,0.94800001,0.965333333,0.98695475,0.010327955
0.676,0.99220604,0.69599998,0.71600002,0.72000003,0.72399998,0.72399998,0.73199999,0.71600002,0.72000003,0.69599998,0.716000001,0.99220604,0.011623736
0.088,0.19215627,0.14,0.164,0.16,0.16,0.152,0.152,0.164,0.156,0.14,0.154222222,0.19215627,0.008663817
0.352,1.14947963,0.65200001,0.65600002,0.648,0.67199999,0.65200001,0.69599998,0.68400002,0.708,0.648,0.668444448,1.14947963,0.021370334
0.56800002,1.63299334,0.37599999,0.36000001,0.38,0.37200001,0.352,0.37599999,0.36000001,0.352,0.352,0.364444446,1.63299334,0.010904748
0.97600001,2.59247923,0.99199998,0.99199998,0.99199998,0.99199998,0.99199998,0.99199998,0.99199998,0.99199998,0.99199998,0.99199998,2.59247923,1.17028E-16
0.024,2.83837914,0.048,0.044,0.044,0.044,0.04,0.044,0.044,0.044,0.04,0.043555556,2.83837914,0.002266231
0.236,2.25661802,0.28,0.27599999,0.27599999,0.27200001,0.27599999,0.28,0.28,0.296,0.27200001,0.278666666,2.25661802,0.006798692
0.85600001,1.9818809,0.95599997,0.95999998,0.95999998,0.96399999,0.96399999,0.96399999,0.95999998,0.97600001,0.95599997,0.962222207,1.9818809,0.005691678
0.67199999,0.88851362,0.72799999,0.72799999,0.73199999,0.73199999,0.74000001,0.736,0.72000003,0.74000001,0.72000003,0.730666671,0.88851362,0.00705533
0.1,0.40771043,0.17200001,0.152,0.18000001,0.17200001,0.156,0.152,0.148,0.156,0.148,0.159555559,0.40771043,0.011226076
0.34799999,0.57433856,0.63599998,0.648,0.64399999,0.67199999,0.66399997,0.68400002,0.66799998,0.64399999,0.63599998,0.6551111,0.57433856,0.016305727
0.58399999,1.12406945,0.37599999,0.39199999,0.368,0.38800001,0.36000001,0.36399999,0.35600001,0.368,0.35600001,0.369777779,1.12406945,0.012380786
0.972,1.22187448,0.99199998,0.99199998,0.98799998,0.99199998,0.99199998,0.99199998,0.99199998,0.99199998,0.98799998,0.991111091,1.22187448,0.001662959
0.028,0.81543308,0.044,0.048,0.044,0.044,0.044,0.044,0.044,0.048,0.044,0.044888889,0.81543308,0.001662959
0.23999999,0.95222843,0.244,0.248,0.23999999,0.23999999,0.248,0.244,0.248,0.27200001,0.23999999,0.247111109,0.95222843,0.0093861
0.84799999,1.80834532,0.96799999,0.972,0.95999998,0.96399999,0.95999998,0.972,0.98400003,0.98000002,0.95999998,0.968888886,1.80834532,0.008385778
0.676,2.2008388,0.77200001,0.764,0.764,0.76800001,0.76800001,0.764,0.77600002,0.75199997,0.75199997,0.764444443,2.2008388,0.007646528
0.108,2.03160429,0.164,0.164,0.17200001,0.176,0.156,0.164,0.16,0.16,0.156,0.163555557,2.03160429,0.006378979
0.352,2.19377089,0.66000003,0.65200001,0.64399999,0.648,0.648,0.66000003,0.65200001,0.65200001,0.64399999,0.651111119,2.19377089,0.005586594
0.57200003,1.21085489,0.37599999,0.39199999,0.384,0.368,0.36399999,0.36399999,0.34,0.37200001,0.34,0.366666663,1.21085489,0.016653326
0.972,0.99773723,0.99199998,0.99199998,0.99199998,0.98799998,0.99199998,0.99199998,0.99199998,0.99199998,0.98799998,0.991111091,0.99773723,0.001662959
0.028,1.22515142,0.044,0.04,0.044,0.044,0.044,0.044,0.044,0.044,0.04,0.043111111,1.22515142,0.001662959
0.23999999,1.98596537,0.22,0.22,0.21600001,0.21600001,0.22400001,0.23199999,0.244,0.248,0.21600001,0.226222226,1.98596537,0.011640708
0.852,2.40297794,0.98000002,0.972,0.972,0.98000002,0.99199998,0.97600001,0.98000002,0.96799999,0.96799999,0.976444448,2.40297794,0.007166452
0.66799998,1.9337697,0.792,0.80400002,0.796,0.80400002,0.792,0.77999997,0.77200001,0.78799999,0.77200001,0.788888891,1.9337697,0.011435277
0.12,1.72972465,0.132,0.132,0.13600001,0.14399999,0.14399999,0.13600001,0.14399999,0.13600001,0.132,0.137333333,1.72972465,0.004988871
0.34799999,1.27082777,0.63999999,0.67199999,0.67199999,0.66799998,0.66799998,0.66000003,0.65200001,0.63200003,0.63200003,0.655111114,1.27082777,0.015751137
0.57999998,0.81669337,0.37599999,0.40000001,0.396,0.39199999,0.37599999,0.38,0.384,0.38,0.37599999,0.384444441,0.81669337,0.008731952
0.97600001,0.8629669,0.99199998,0.98799998,0.99199998,0.99199998,0.99199998,0.99199998,0.99199998,0.99199998,0.98799998,0.991111091,0.8629669,0.001662959
0.024,1.29836905,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,1.29836905,6.93889E-18
0.23999999,0.74061024,0.18799999,0.184,0.204,0.208,0.212,0.21600001,0.212,0.22,0.184,0.203111111,0.74061024,0.013303673
0.83999997,0.46190125,0.98000002,0.97600001,0.98000002,0.97600001,0.98000002,0.97600001,0.98400003,0.98400003,0.97600001,0.979111129,0.46190125,0.003142705
0.66399997,0.81878924,0.80400002,0.80800003,0.81599998,0.81999999,0.796,0.80400002,0.78799999,0.792,0.78799999,0.80177778,0.81878924,0.0110129
0.108,1.85531473,0.108,0.116,0.116,0.132,0.13600001,0.116,0.14,0.13600001,0.108,0.123111113,1.85531473,0.012041084
0.34400001,2.67055392,0.67199999,0.68000001,0.68400002,0.68000001,0.68400002,0.67199999,0.66399997,0.64399999,0.64399999,0.669333332,2.67055392,0.014847382
0.57999998,2.53405595,0.35600001,0.368,0.40000001,0.40000001,0.40400001,0.36000001,0.352,0.384,0.352,0.375111117,2.53405595,0.020722746
0.972,2.54762554,0.98799998,0.99199998,0.99199998,0.99199998,0.99199998,0.99199998,0.99199998,0.99199998,0.98799998,0.991111091,2.54762554,0.001662959
0.028,1.96135104,0.048,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044444444,1.96135104,0.001257079
0.244,0.84908164,0.176,0.18000001,0.184,0.184,0.184,0.204,0.208,0.204,0.176,0.18888889,0.84908164,0.012041081
0.83999997,0.43694887,0.972,0.98000002,0.96799999,0.97600001,0.98799998,0.98000002,0.96799999,0.97600001,0.96799999,0.975111112,0.43694887,0.006471212
0.676,0.70439404,0.84399998,0.83600003,0.824,0.83600003,0.824,0.81599998,0.81599998,0.80400002,0.80400002,0.822666671,0.70439404,0.013333332
0.112,1.29078496,0.12,0.116,0.116,0.12,0.12800001,0.14399999,0.14,0.124,0.116,0.124888889,1.29078496,0.009938078
0.34799999,0.95287055,0.68000001,0.68400002,0.68400002,0.68000001,0.65600002,0.65200001,0.65600002,0.65600002,0.65200001,0.666666682,0.95287055,0.013856407
