,,1,2,3,4,5,6,7,8,,,,2.449489743
0.69599998,0.17715159,,,,,,,,,,,,
0.37599999,0.21190327,,,,,,,,,,,,
0.98799998,0.25784141,,,,,,,,,,,,
0.048,0.23097776,,,,,,,,,,,,
0.31999999,0.19366758,,,,,,,,,,,,
0.96799999,0.12793934,,,,,,,,,,,,
0.676,0.17145433,,,,,,,,,,,,
0.13600001,0.18785876,,,,,,,,,,,,
0.69599998,0.14797191,,,,,,,,,,,,
0.384,0.22963682,,,,,,,,,,,,
0.98799998,0.28979293,,,,,,,,,,,,
0.048,0.26472265,,,,,,,,,,,,
0.31600001,0.17488213,,,,,,,,,,,,
0.98799998,0.16706948,,,,,,,,,,,,
0.68000001,0.12889574,,,,,,,,,,,,
0.132,0.22576599,,,,,,,,,,,,
0.69199997,0.29468447,,,,,,,,,,,,
0.38800001,0.14564545,,,,,,,,,,,,
0.98799998,0.23567595,,,,,,,,,,,,
0.044,0.18458328,,,,,,,,,,,,
0.31999999,0.27397788,,,,,,,,,,,,
0.99599999,0.21505818,,,,,,,,,,,,
0.68400002,0.2001621,,,,,,,,,,,,
0.14399999,0.21907856,,,,,,,,,,,,
0.65600002,0.13126528,,,,,,,,,,,,
0.368,0.1847965,,,,,,,,,,,,
0.99199998,0.26105234,,,,,,,,,,,,
0.044,0.26288214,,,,,,,,,,,,
0.308,0.23557603,,,,,,,,,,,,
0.98400003,0.23494832,,,,,,,,,,,,
0.68800002,0.15462853,,,,,,,,,,,,
0.12800001,0.19141558,,,,,,,,,,,,
0.65200001,0.21143556,,,,,,,,,,,,
0.37200001,0.1479844,,,,,,,,,,,,
0.99199998,0.17647956,,,,,,,,,,,,
0.044,0.06736757,,,,,,,,,,,,
0.308,0.21121125,,,,,,,,,,,,
0.972,0.24198334,,,,,,,,,,,,
0.68800002,0.23659228,,,,,,,,,,,,
0.13600001,0.15607497,,,,,,,,,,,,
0.65200001,0.19623888,,,,,,,,,,,,
0.352,0.20945141,,,,,,,,,,,,
0.99199998,0.22178289,,,,,,,,,,,,
0.044,0.19021694,,,,,,,,,,,,
0.308,0.19071591,,,,,,,,,,,,
0.95999998,0.24767675,,,,,,,,,,,,
0.69999999,0.18323526,,,,,,,,,,,,
0.116,0.23647743,,,,,,,,,,,,
0.68000001,0.31069133,,,,,,,,,,,,
0.36399999,0.14634499,,,,,,,,,,,,
0.99199998,0.22706585,,,,,,,,,,,,
0.044,0.10647179,,,,,,,,,,,,
0.30000001,0.236082,,,,,,,,,,,,
0.96799999,0.23938619,,,,,,,,,,,,
0.69999999,0.173436,,,,,,,,,,,,
0.124,0.23047537,,,,,,,,,,,,
0.67199999,0.2381012,,,,,,,,,,,,
0.33199999,0.26327944,,,,,,,,,,,,
0.99199998,0.22393332,,,,,,,,,,,,
0.044,0.18090422,,,,,,,,,,,,
0.30399999,0.2175438,,,,,,,,,,,,
0.95599997,0.21430314,,,,,,,,,,,,
0.69999999,0.17908615,,,,,,,,,,,,
0.14399999,0.23736706,,,,,,,,,,,,
0.67199999,0.15707839,,,,,,,,,,,,
0.352,0.22510487,,,,,,,,,,,,
0.99199998,0.25253841,,,,,,,,,,,,
0.044,0.21802624,,,,,,,,,,,,
0.31600001,0.14944801,,,,,,,,,,,,
0.95599997,0.25924826,,,,,,,,,,,,
0.68800002,0.12529597,,,,,,,,,,,,
0.116,0.18176445,,,,,,,,,,,,
0.66799998,0.21285491,,,,,,,,,,,,
0.38,0.17004438,,,,,,,,,,,,
0.99199998,0.23138885,,,,,,,,,,,,
0.048,0.25264928,,,,,,,,,,,,
0.308,0.22739784,,,,,,,,,,,,
0.95200002,0.15847147,,,,,,,,,,,,
0.69199997,0.25304723,,,,,,,,,,,,
0.14,0.18267511,,,,,,,,,,,,
0.68800002,0.1312736,,,,,,,,,,,,
0.368,0.22973558,,,,,,,,,,,,
0.98799998,0.21699435,,,,,,,,,,,,
0.048,0.26974562,,,,,,,,,,,,
0.31999999,0.23273343,,,,,,,,,,,,
0.96399999,0.20937347,,,,,,,,,,,,
0.704,0.24510124,,,,,,,,,,,,
0.14399999,0.22881252,,,,,,,,,,,,
0.66799998,0.2582778,,,,,,,,,,,,
0.36000001,0.26210663,,,,,,,,,,,,
0.98799998,0.23690279,,,,,,,,,,,,
0.044,0.23671228,,,,,,,,,,,,
0.31999999,0.26036635,,,,,,,,,,,,
0.96799999,0.1819043,,,,,,,,,,,,
0.68800002,0.21326919,,,,,,,,,,,,
0.14399999,0.16206469,,,,,,,,,,,,
0.69199997,0.20450403,,,,,,,,,,,,
0.368,0.17805302,,,,,,,,,,,,
0.99199998,0.23518376,,,,,,,,,,,,
0.044,0.15425614,,,,,,,,,,,,
0.308,0.13898744,,,,,,,,,,,,
0.97600001,0.19051056,,,,,,,,,,,,
0.69199997,0.31364527,,,,,,,,,,,,
0.148,0.17507094,,,,,,,,,,,,
0.68400002,0.16674086,,,,,,,,,,,,
0.352,0.18758254,,,,,,,,,,,,
0.98799998,0.17311865,,,,,,,,,,,,
0.044,0.23718038,,,,,,,,,,,,
0.308,0.14255328,,,,,,,,,,,,
0.98000002,0.21083803,,,,,,,,,,,,
0.704,0.16908836,,,,,,,,,,,,
0.14,0.15727611,,,,,,,,,,,,
0.66399997,0.18261801,,,,,,,,,,,,
0.38800001,0.22062637,,,,,,,,,,,,
0.99199998,0.19294931,,,,,,,,,,,,
0.044,0.22661996,,,,,,,,,,,,
0.296,0.15436366,,,,,,,,,,,,
0.98000002,0.1349583,,,,,,,,,,,,
0.704,0.16999926,,,,,,,,,,,,
0.152,0.15582559,,,,,,,,,,,,
0.67199999,0.20755096,,,,,,,,,,,,
0.352,0.07994059,,,,,,,,,,,,
0.99199998,0.17550251,,,,,,,,,,,,
0.044,0.16095184,,,,,,,,,,,,
0.296,0.23067491,,,,,,,,,,,,
0.96399999,0.20474119,,,,,,,,,,,,
0.72000003,0.24959189,,,,,,,,,,,,
0.16,0.23071072,,,,,,,,,,,,
0.66399997,0.14602646,,,,,,,,,,,,
0.35600001,0.13756554,,,,,,,,,,,,
0.99199998,0.29977983,,,,,,,,,,,,
0.044,0.21903399,,,,,,,,,,,,
0.296,0.23788874,,,,,,,,,,,,
0.96799999,0.09662379,,,,,,,,,,,,
0.71600002,0.16810744,,,,,,,,,,,,
0.156,0.15114307,,,,,,,,,,,,
0.65600002,0.28389889,,,,,,,,,,,,
0.36399999,0.23064561,,,,,,,,,,,,
0.99199998,0.20727873,,,,,,,,,,,,
0.048,0.17756137,,,,,,,,,,,,
0.296,0.25711906,,,,,,,,,,,,
0.94800001,0.2657707,,,,,,,,,,,,
0.73199999,0.25937223,,,,,,,,,,,,
0.164,0.15138489,,,,,,,,,,,,
0.708,0.29453948,,,,,,,,,,,,
0.34400001,0.21061228,,,,,,,,,,,,
0.99199998,0.28631201,,,,,,,,,,,,
0.044,0.14964549,,,,,,,,,,,,
0.30000001,0.23336384,,,,,,,,,,,,
0.96799999,0.1634158,,,,,,,,,,,,
0.72399998,0.18977426,,,,,,,,,,,,
0.152,0.16165027,,,,,,,,,,,,
0.68400002,0.14703241,,,,,,,,,,,,
0.352,0.18110265,,,,,,,,,,,,
0.99199998,0.27637622,,,,,,,,,,,,
0.048,0.23511983,,,,,,,,,,,,
0.292,0.21383001,,,,,,,,,,,,
0.96799999,0.19283284,,,,,,,,,,,,
0.72399998,0.17222014,,,,,,,,,,,,
0.152,0.20764525,,,,,,,,,,,,
0.69599998,0.20918918,,,,,,,,,,,,
0.36000001,0.13252875,,,,,,,,,,,,
0.99199998,0.12375954,,,,,,,,,,,,
0.044,0.16982564,,,,,,,,,,,,
0.296,0.26486018,,,,,,,,,,,,
0.97600001,0.22006062,,,,,,,,,,,,
0.72000003,0.15476899,,,,,,,,,,,,
0.16,0.16682817,,,,,,,,,,,,
0.65200001,0.26312709,,,,,,,,,,,,
0.37599999,0.15724067,,,,,,,,,,,,
0.99199998,0.16435581,,,,,,,,,,,,
0.044,0.17206061,,,,,,,,,,,,
0.296,0.2079635,,,,,,,,,,,,
0.96799999,0.27245143,,,,,,,,,,,,
0.71600002,0.19394623,,,,,,,,,,,,
0.16,0.22501701,,,,,,,,,,,,
0.67199999,0.13059114,,,,,,,,,,,,
0.352,0.20555691,,,,,,,,,,,,
0.99199998,0.12429361,,,,,,,,,,,,
0.044,0.2296764,,,,,,,,,,,,
0.296,0.12745641,,,,,,,,,,,,
0.96799999,0.16663352,,,,,,,,,,,,
0.69599998,0.26042324,,,,,,,,,,,,
0.164,0.110084,,,,,,,,,,,,
0.648,0.19062856,,,,,,,,,,,,
0.37200001,0.2046739,,,,,,,,,,,,
0.99199998,0.33200863,,,,,,,,,,,,
0.044,0.22755839,,,,,,,,,,,,
0.28,0.24628408,,,,,,,,,,,,
0.97600001,0.11417667,,,,,,,,,,,,
0.72000003,0.25678605,,,,,,,,,,,,
0.14,0.25138846,,,,,,,,,,,,
0.65600002,0.25115585,,,,,,,,,,,,
0.38,0.17947251,,,,,,,,,,,,
0.99199998,0.15693562,,,,,,,,,,,,
0.04,0.18927476,,,,,,,,,,,,
0.28,0.15953062,,,,,,,,,,,,
0.95999998,0.23570514,,,,,,,,,,,,
0.74000001,0.209108,,,,,,,,,,,,
0.152,0.2114872,,,,,,,,,,,,
0.65200001,0.36173654,,,,,,,,,,,,
0.36000001,0.17658079,,,,,,,,,,,,
0.99199998,0.20480676,,,,,,,,,,,,
0.044,0.26036254,,,,,,,,,,,,
0.27599999,0.19041936,,,,,,,,,,,,
0.96399999,0.21184105,,,,,,,,,,,,
0.72000003,0.17147323,,,,,,,,,,,,
0.156,0.23391575,,,,,,,,,,,,
0.66000003,0.16885361,,,,,,,,,,,,
0.37599999,0.22228469,,,,,,,,,,,,
0.99199998,0.1872579,,,,,,,,,,,,
0.044,0.1863565,,,,,,,,,,,,
0.27200001,0.21089619,,,,,,,,,,,,
0.96399999,0.18423462,,,,,,,,,,,,
0.736,0.25872263,,,,,,,,,,,,
0.148,0.22815442,,,,,,,,,,,,
0.64399999,0.16074063,,,,,,,,,,,,
0.36399999,0.23988447,,,,,,,,,,,,
0.99199998,0.17170292,,,,,,,,,,,,
0.044,0.18374096,,,,,,,,,,,,
0.27599999,0.20971988,,,,,,,,,,,,
0.96399999,0.25576279,,,,,,,,,,,,
0.74000001,0.2607584,,,,,,,,,,,,
0.152,0.1502993,,,,,,,,,,,,
0.66799998,0.26402408,,,,,,,,,,,,
0.368,0.21448722,,,,,,,,,,,,
0.99199998,0.2499191,,,,,,,,,,,,
0.048,0.1716923,,,,,,,,,,,,
0.27599999,0.19805035,,,,,,,,,,,,
0.95999998,0.22892468,,,,,,,,,,,,
0.73199999,0.17806637,,,,,,,,,,,,
0.156,0.23355624,,,,,,,,,,,,
0.68400002,0.25250107,,,,,,,,,,,,
0.35600001,0.27321494,,,,,,,,,,,,
0.99199998,0.25088644,,,,,,,,,,,,
0.044,0.23363556,,,,,,,,,,,,
0.28,0.27062505,,,,,,,,,,,,
0.95999998,0.2062756,,,,,,,,,,,,
0.73199999,0.15112202,,,,,,,,,,,,
0.17200001,0.17213124,,,,,,,,,,,,
0.66399997,0.18157639,,,,,,,,,,,,
0.36399999,0.19184892,,,,,,,,,,,,
0.99199998,0.19502248,,,,,,,,,,,,
0.048,0.2270198,,,,,,,,,,,,
0.27599999,0.17989698,,,,,,,,,,,,
0.95599997,0.1723474,,,,,,,,,,,,
0.72799999,0.18700624,,,,,,,,,,,,
0.18000001,0.24658744,,,,,,,,,,,,
0.67199999,0.2837249,,,,,,,,,,,,
0.36000001,0.15079325,,,,,,,,,,,,
0.99199998,0.24110946,,,,,,,,,,,,
0.044,0.11695336,,,,,,,,,,,,
0.27200001,0.1781967,,,,,,,,,,,,
0.95599997,0.19232157,,,,,,,,,,,,
0.72799999,0.19329974,,,,,,,,,,,,
0.152,0.2496773,,,,,,,,,,,,
0.64399999,0.30846831,,,,,,,,,,,,
0.38800001,0.22969642,,,,,,,,,,,,
0.99199998,0.29854089,,,,,,,,,,,,
0.044,0.19791035,,,,,,,,,,,,
0.248,0.22867298,,,,,,,,,,,,
0.98000002,0.1841554,,,,,,,,,,,,
0.74800003,0.17414656,,,,,,,,,,,,
0.17200001,0.19693579,,,,,,,,,,,,
0.648,0.27304596,,,,,,,,,,,,
0.368,0.24830267,,,,,,,,,,,,
0.99199998,0.20434099,,,,,,,,,,,,
0.044,0.15507098,,,,,,,,,,,,
0.244,0.17242517,,,,,,,,,,,,
0.98400003,0.19502811,,,,,,,,,,,,
0.75199997,0.26494598,,,,,,,,,,,,
0.176,0.72658426,,,,,,,,,,,,
0.63599998,0.93908358,,,,,,,,,,,,
0.39199999,1.12871933,,,,,,,,,,,,
0.98799998,0.83169186,,,,,,,,,,,,
0.044,0.69535613,,,,,,,,,,,,
0.248,1.0814575,,,,,,,,,,,,
0.972,1.18534148,,,,,,,,,,,,
0.77600002,0.87553239,,,,,,,,,,,,
0.16,0.86459529,,,,,,,,,,,,
0.65200001,1.15439761,,,,,,,,,,,,
0.37599999,1.07257986,,,,,,,,,,,,
0.99199998,0.79724419,,,,,,,,,,,,
0.044,1.01478148,,,,,,,,,,,,
0.23999999,1.13406777,,,,,,,,,,,,
0.95999998,0.86179912,,,,,,,,,,,,
0.764,0.87199455,,,,,,,,,,,,
0.16,1.13960636,,,,,,,,,,,,
0.65200001,1.09561789,,,,,,,,,,,,
0.368,0.77321798,,,,,,,,,,,,
0.99199998,0.96610975,,,,,,,,,,,,
0.048,1.23570812,,,,,,,,,,,,
0.23999999,1.03226972,,,,,,,,,,,,
0.96399999,0.79068685,,,,,,,,,,,,
0.76800001,0.99692863,,,,,,,,,,,,
0.164,1.13094723,,,,,,,,,,,,
0.65200001,0.78734154,,,,,,,,,,,,
0.37200001,0.86147833,,,,,,,,,,,,
0.99199998,1.15431428,,,,,,,,,,,,
0.044,1.07090366,,,,,,,,,,,,
0.248,0.7869218,,,,,,,,,,,,
0.95999998,0.88559413,,,,,,,,,,,,
0.76800001,1.14577425,,,,,,,,,,,,
0.156,0.97697729,,,,,,,,,,,,
0.66000003,0.686764,,,,,,,,,,,,
0.34,1.05494583,,,,,,,,,,,,
0.99199998,1.10247922,,,,,,,,,,,,
0.048,0.78861183,,,,,,,,,,,,
0.244,0.82242948,,,,,,,,,,,,
0.972,1.15986478,,,,,,,,,,,,
0.764,1.05835938,,,,,,,,,,,,
0.176,0.72305745,,,,,,,,,,,,
0.648,0.99181968,,,,,,,,,,,,
0.36399999,1.18370306,,,,,,,,,,,,
0.99199998,0.91990638,,,,,,,,,,,,
0.044,0.78600752,,,,,,,,,,,,
0.248,1.06292343,,,,,,,,,,,,
0.96799999,1.09484017,,,,,,,,,,,,
0.764,0.80528575,,,,,,,,,,,,
0.17200001,0.96018606,,,,,,,,,,,,
0.648,1.18463528,,,,,,,,,,,,
0.36399999,0.99491364,,,,,,,,,,,,
0.99199998,0.81010562,,,,,,,,,,,,
0.044,1.01743722,,,,,,,,,,,,
0.248,1.13392222,,,,,,,,,,,,
0.96399999,0.80016285,,,,,,,,,,,,
0.77200001,0.74254483,,,,,,,,,,,,
0.164,1.09253049,,,,,,,,,,,,
0.64399999,1.03743911,,,,,,,,,,,,
0.368,0.75351137,,,,,,,,,,,,
0.99199998,0.98845667,,,,,,,,,,,,
0.044,1.16175818,,,,,,,,,,,,
0.244,0.92063773,,,,,,,,,,,,
0.96799999,0.7071169,,,,,,,,,,,,
0.764,1.00012946,,,,,,,,,,,,
0.164,1.15401852,,,,,,,,,,,,
0.65200001,0.89576662,,,,,,,,,,,,
0.384,0.76668012,,,,,,,,,,,,
0.98799998,1.15226734,,,,,,,,,,,,
0.044,0.95014989,,,,,,,,,,,,
0.23199999,0.73852056,,,,,,,,,,,,
0.98000002,0.93745476,,,,,,,,,,,,
0.78799999,1.18197191,,,,,,,,,,,,
0.152,0.94774383,,,,,,,,,,,,
0.66000003,0.75211626,,,,,,,,,,,,
0.39199999,1.11457074,,,,,,,,,,,,
0.99199998,1.11933589,,,,,,,,,,,,
0.044,0.8439976,,,,,,,,,,,,
0.22400001,0.8802709,,,,,,,,,,,,
0.97600001,1.10980022,,,,,,,,,,,,
0.77200001,0.96204305,,,,,,,,,,,,
0.13600001,0.69540256,,,,,,,,,,,,
0.64399999,1.02774942,,,,,,,,,,,,
0.37599999,1.12874293,,,,,,,,,,,,
0.99199998,0.92915452,,,,,,,,,,,,
0.044,0.86612415,,,,,,,,,,,,
0.21600001,1.05406535,,,,,,,,,,,,
0.99199998,0.99490434,,,,,,,,,,,,
0.77999997,0.82135278,,,,,,,,,,,,
0.14399999,0.91356039,,,,,,,,,,,,
0.63200003,1.22405982,,,,,,,,,,,,
0.37200001,1.07454729,,,,,,,,,,,,
0.99199998,0.81910688,,,,,,,,,,,,
0.04,0.99889386,,,,,,,,,,,,
0.21600001,1.15967894,,,,,,,,,,,,
0.98000002,0.8656795,,,,,,,,,,,,
0.792,0.88516623,,,,,,,,,,,,
0.13600001,1.08007419,,,,,,,,,,,,
0.65200001,0.98260874,,,,,,,,,,,,
0.38,0.72361511,,,,,,,,,,,,
0.99199998,0.94518071,,,,,,,,,,,,
0.044,1.11743021,,,,,,,,,,,,
0.22,1.02290142,,,,,,,,,,,,
0.972,0.66677195,,,,,,,,,,,,
0.80400002,0.97809577,,,,,,,,,,,,
0.14399999,1.03007686,,,,,,,,,,,,
0.66000003,0.79156005,,,,,,,,,,,,
0.384,0.96602857,,,,,,,,,,,,
0.99199998,1.18076396,,,,,,,,,,,,
0.044,0.99737448,,,,,,,,,,,,
0.22,0.77129376,,,,,,,,,,,,
0.972,1.08514869,,,,,,,,,,,,
0.796,1.15268528,,,,,,,,,,,,
0.14399999,0.96332884,,,,,,,,,,,,
0.66799998,0.83134204,,,,,,,,,,,,
0.38,1.07570124,,,,,,,,,,,,
0.99199998,1.18438303,,,,,,,,,,,,
0.044,0.84524786,,,,,,,,,,,,
0.22,0.86485273,,,,,,,,,,,,
0.98000002,1.13696826,,,,,,,,,,,,
0.80400002,0.97620946,,,,,,,,,,,,
0.13600001,0.78215355,,,,,,,,,,,,
0.66799998,0.97750467,,,,,,,,,,,,
0.37599999,1.16576111,,,,,,,,,,,,
0.99199998,0.89683473,,,,,,,,,,,,
0.044,0.73216981,,,,,,,,,,,,
0.22,1.05636477,,,,,,,,,,,,
0.98799998,1.1594305,,,,,,,,,,,,
0.792,0.75930202,,,,,,,,,,,,
0.132,0.90156299,,,,,,,,,,,,
0.67199999,1.15192902,,,,,,,,,,,,
0.39199999,0.95987326,,,,,,,,,,,,
0.99199998,0.75186086,,,,,,,,,,,,
0.044,1.06432104,,,,,,,,,,,,
0.212,1.08961129,,,,,,,,,,,,
0.98400003,0.81211317,,,,,,,,,,,,
0.796,0.87079406,,,,,,,,,,,,
0.132,1.07979357,,,,,,,,,,,,
0.67199999,1.09698164,,,,,,,,,,,,
0.396,0.77247524,,,,,,,,,,,,
0.99199998,0.97530919,,,,,,,,,,,,
0.044,1.20568347,,,,,,,,,,,,
0.21600001,0.92394221,,,,,,,,,,,,
0.98400003,0.7721144,,,,,,,,,,,,
0.792,1.10066557,,,,,,,,,,,,
0.14,1.12526703,,,,,,,,,,,,
0.63999999,0.77539498,,,,,,,,,,,,
0.40000001,0.87155145,,,,,,,,,,,,
0.99199998,1.20278049,,,,,,,,,,,,
0.044,1.01537192,,,,,,,,,,,,
0.212,0.7407428,,,,,,,,,,,,
0.97600001,0.99046224,,,,,,,,,,,,
0.78799999,1.0913831,,,,,,,,,,,,
0.13600001,0.91370004,,,,,,,,,,,,
0.66399997,0.91904724,,,,,,,,,,,,
0.37599999,1.10484815,,,,,,,,,,,,
0.98799998,0.967161,,,,,,,,,,,,
0.044,0.80823779,,,,,,,,,,,,
0.208,0.89352453,,,,,,,,,,,,
0.98000002,1.10483694,,,,,,,,,,,,
0.80400002,1.0047667,,,,,,,,,,,,
0.14,0.6889742,,,,,,,,,,,,
0.64399999,1.07961082,,,,,,,,,,,,
0.37200001,1.16878462,,,,,,,,,,,,
0.99199998,0.74652398,,,,,,,,,,,,
0.044,0.82185185,,,,,,,,,,,,
0.204,1.1716181,,,,,,,,,,,,
0.97600001,1.03572571,,,,,,,,,,,,
0.796,0.73607737,,,,,,,,,,,,
0.116,0.98421961,,,,,,,,,,,,
0.66399997,1.15693593,,,,,,,,,,,,
0.384,0.89983475,,,,,,,,,,,,
0.99199998,0.7733013,,,,,,,,,,,,
0.044,1.1073302,,,,,,,,,,,,
0.184,1.17408025,,,,,,,,,,,,
0.98000002,0.81533313,,,,,,,,,,,,
0.81999999,0.77350265,,,,,,,,,,,,
0.13600001,1.15564895,,,,,,,,,,,,
0.67199999,1.03754711,,,,,,,,,,,,
0.352,0.71455032,,,,,,,,,,,,
0.99199998,1.0157423,,,,,,,,,,,,
0.044,1.17163968,,,,,,,,,,,,
0.18799999,0.91497922,,,,,,,,,,,,
0.97600001,0.84280652,,,,,,,,,,,,
0.81599998,1.06557286,,,,,,,,,,,,
0.132,1.08699191,,,,,,,,,,,,
0.68400002,0.78908771,,,,,,,,,,,,
0.36000001,0.87203377,,,,,,,,,,,,
0.99199998,1.15879881,,,,,,,,,,,,
0.044,1.07307792,,,,,,,,,,,,
0.2,0.74015898,,,,,,,,,,,,
0.98000002,1.03778541,,,,,,,,,,,,
0.80800003,1.15404785,,,,,,,,,,,,
0.116,0.8917051,,,,,,,,,,,,
0.68000001,0.85678434,,,,,,,,,,,,
0.40400001,1.13311434,,,,,,,,,,,,
0.99199998,1.08770871,,,,,,,,,,,,
0.044,0.76077127,,,,,,,,,,,,
0.204,0.89348531,,,,,,,,,,,,
0.97600001,1.18477225,,,,,,,,,,,,
0.80400002,0.93688208,,,,,,,,,,,,
0.116,0.8332746,,,,,,,,,,,,
0.68400002,1.03350127,,,,,,,,,,,,
0.40000001,1.13958263,,,,,,,,,,,,
0.99199998,0.85064417,,,,,,,,,,,,
0.044,0.78016323,,,,,,,,,,,,
0.208,1.11481464,,,,,,,,,,,,
0.97600001,1.04440451,,,,,,,,,,,,
0.80000001,0.76201743,,,,,,,,,,,,
0.108,0.92989469,,,,,,,,,,,,
0.68000001,1.11580479,,,,,,,,,,,,
0.40000001,0.86146998,,,,,,,,,,,,
0.99199998,0.83477634,,,,,,,,,,,,
0.044,1.13947523,,,,,,,,,,,,
0.204,1.10941958,,,,,,,,,,,,
0.96799999,0.85955083,,,,,,,,,,,,
0.80400002,0.80449331,,,,,,,,,,,,
0.12,1.11301982,,,,,,,,,,,,
0.67199999,1.0700711,,,,,,,,,,,,
0.368,0.72022492,,,,,,,,,,,,
0.99199998,1.03047717,,,,,,,,,,,,
0.044,1.09359503,,,,,,,,,,,,
0.184,0.90916276,,,,,,,,,,,,
0.98000002,0.79923797,,,,,,,,,,,,
0.81599998,1.13077736,,,,,,,,,,,,
0.124,1.04657531,,,,,,,,,,,,
0.68400002,0.77919459,,,,,,,,,,,,
0.35600001,0.90242982,,,,,,,,,,,,
0.99199998,1.17487121,,,,,,,,,,,,
0.044,0.98049098,,,,,,,,,,,,
0.184,0.73771048,,,,,,,,,,,,
0.98799998,0.97044927,,,,,,,,,,,,
0.81599998,1.10043776,,,,,,,,,,,,
0.14,0.88787925,,,,,,,,,,,,
0.65600002,0.80410469,,,,,,,,,,,,
0.352,1.10988247,,,,,,,,,,,,
0.98799998,1.08819389,,,,,,,,,,,,
0.044,0.75642204,,,,,,,,,,,,
0.184,0.95828724,,,,,,,,,,,,
0.97600001,1.14206898,,,,,,,,,,,,
0.824,0.94577938,,,,,,,,,,,,
0.14399999,0.78343344,,,,,,,,,,,,
0.65600002,1.03474665,,,,,,,,,,,,
0.34400001,1.0828656,,,,,,,,,,,,
0.98799998,0.83527988,,,,,,,,,,,,
0.048,0.8549518,,,,,,,,,,,,
0.18000001,1.16882634,,,,,,,,,,,,
0.96799999,1.00790334,,,,,,,,,,,,
0.83600003,0.74476671,,,,,,,,,,,,
0.12800001,1.00412738,,,,,,,,,,,,
0.65200001,1.17607546,,,,,,,,,,,,
0.34,0.90439701,,,,,,,,,,,,
0.99199998,0.75589478,,,,,,,,,,,,
0.044,1.04764247,,,,,,,,,,,,
0.176,1.15877199,,,,,,,,,,,,
0.98000002,0.75444221,,,,,,,,,,,,
0.824,0.84330392,,,,,,,,,,,,
0.12,1.19218528,,,,,,,,,,,,
0.65600002,1.06962776,,,,,,,,,,,,
0.352,0.74190438,,,,,,,,,,,,
0.99199998,1.00822401,,,,,,,,,,,,
0.044,1.13940072,,,,,,,,,,,,
0.17200001,0.81639951,,,,,,,,,,,,
0.972,0.77877337,,,,,,,,,,,,
0.83600003,1.0800544,,,,,,,,,,,,
0.116,1.02956736,,,,,,,,,,,,
0.68000001,0.77703184,,,,,,,,,,,,
0.34799999,0.88705516,,,,,,,,,,,,
0.99199998,1.18823731,,,,,,,,,,,,
0.044,0.95047349,,,,,,,,,,,,
0.176,0.75274801,,,,,,,,,,,,
0.972,1.06904733,,,,,,,,,,,,
0.84399998,1.06122422,,,,,,,,,,,,
0.116,0.84959596,,,,,,,,,,,,
0.68400002,0.72565031,,,,,,,,,,,,
0.36000001,1.07184124,,,,,,,,,,,,
0.99199998,1.05562568,,,,,,,,,,,,
0.048,0.80058157,,,,,,,,,,,,
0.176,0.95931715,,,,,,,,,,,,
0.972,1.13079679,,,,,,,,,,,,
0.83600003,0.99243569,,,,,,,,,,,,
0.12,0.76586974,,,,,,,,,,,,
0.68400002,1.08640373,,,,,,,,,,,,
0.34799999,1.10480118,,,,,,,,,,,,
0.99199998,0.85626829,,,,,,,,,,,,
0.044,0.84239721,,,,,,,,,,,,
0.184,1.09566784,,,,,,,,,,,,
0.972,0.97786421,,,,,,,,,,,,
0.83200002,0.71045399,,,,,,,,,,,,
0.1,0.95242345,,,,,,,,,,,,
0.68000001,1.16675186,,,,,,,,,,,,
0.35600001,0.93456852,,,,,,,,,,,,
0.99199998,0.78696853,,,,,,,,,,,,
0.048,1.05141318,,,,,,,,,,,,
0.176,1.16720533,,,,,,,,,,,,
0.98000002,0.79324508,,,,,,,,,,,,
0.83600003,0.91221362,,,,,,,,,,,,
0.108,1.21065247,,,,,,,,,,,,
0.67199999,0.96787053,,,,,,,,,,,,
0.36399999,0.6485976,,,,,,,,,,,,
0.99199998,0.97463256,,,,,,,,,,,,
0.04,1.11163855,,,,,,,,,,,,
0.17200001,0.92285371,,,,,,,,,,,,
0.98000002,0.83892202,,,,,,,,,,,,
0.83200002,1.07901788,,,,,,,,,,,,
0.12,1.1236639,,,,,,,,,,,,
0.67199999,0.76984268,,,,,,,,,,,,
0.34799999,0.87819982,,,,,,,,,,,,
0.99199998,1.14084315,,,,,,,,,,,,
0.044,0.96929711,,,,,,,,,,,,
0.168,0.68315321,,,,,,,,,,,,
0.972,1.06453335,,,,,,,,,,,,
0.83200002,1.02563274,,,,,,,,,,,,
0.116,0.80218029,,,,,,,,,,,,
0.676,0.839504,,,,,,,,,,,,
0.33199999,1.16893685,,,,,,,,,,,,
0.98799998,1.04350924,,,,,,,,,,,,
0.048,0.77693713,,,,,,,,,,,,
0.164,0.95419717,,,,,,,,,,,,
0.972,1.25392365,,,,,,,,,,,,
0.852,0.93460619,,,,,,,,,,,,
0.132,0.77224028,,,,,,,,,,,,
0.63200003,1.09973955,,,,,,,,,,,,
0.34799999,1.01384008,,,,,,,,,,,,
0.98799998,0.78190935,,,,,,,,,,,,
0.044,0.8407343,,,,,,,,,,,,
0.156,1.06779206,,,,,,,,,,,,
0.98000002,1.04490423,,,,,,,,,,,,
0.85600001,0.71039456,,,,,,,,,,,,
0.12,0.93009782,,,,,,,,,,,,
0.66399997,1.11908269,,,,,,,,,,,,
0.34,0.877684,,,,,,,,,,,,
